Timestamp,Vel_X,Vel_Y,Ang_Z
1643260119663640022,0.0,0.0,0.0
1643260119667006015,0.0,0.0,0.0
1643260119674071073,0.0,0.0,0.0
1643260119684041023,0.0,0.0,0.0
1643260119695348978,0.0,0.0,0.0
1643260119713582992,0.0,0.0,0.0
1643260119716938972,0.0,0.0,0.0
1643260119724095106,0.0,0.0,0.0
1643260119734724998,0.0,0.0,0.0
1643260119743968009,0.0,0.0,0.0
1643260119754672050,0.0,0.0,0.0
1643260119763984918,0.0,0.0,0.0
1643260119774038076,0.0,0.0,0.0
1643260119784889936,0.0,0.0,0.0
1643260119795341968,0.0,0.0,0.0
1643260119806515932,0.0,0.0,0.0
1643260119823945999,0.0,0.0,0.0
1643260119839176893,0.0,0.0,0.0
1643260119844043970,0.0,0.0,0.0
1643260119855431079,0.0,0.0,0.0
1643260119873997926,0.0,0.0,0.0
1643260119884063005,0.0,0.0,0.0
1643260119894076108,0.0,0.0,0.0
1643260119904021978,0.0,0.0,0.0
1643260119925035953,0.0,0.0,0.0
1643260119934461116,0.0,0.0,0.0
1643260119943952083,0.0,0.0,0.0
1643260119953946113,0.0,0.0,0.0
1643260119974095106,0.0,0.0,0.0
1643260119984225988,0.0,0.0,0.0
1643260119994441986,0.0,0.0,0.0
1643260120003925085,0.0,0.0,0.0
1643260120024139881,0.0,0.0,0.0
1643260120035026073,0.0,0.0,0.0
1643260120043899059,0.0,0.0,0.0
1643260120053939104,0.0,0.0,0.0
1643260120075489044,0.0,0.0,0.0
1643260120084208011,0.0,0.0,0.0
1643260120094022035,0.0,0.0,0.0
1643260120104515075,0.0,0.0,0.0
1643260120127710103,0.0,0.0,0.0
1643260120133831977,0.0,0.0,0.0
1643260120143882036,0.0,0.0,0.0
1643260120153933048,0.0,0.0,-0.0005656135035678744
1643260120174021959,0.00023400841746479273,0.0008012818871065974,-0.006549065932631493
1643260120183811902,0.0014079514658078551,0.0023062010295689106,-0.013193565420806408
1643260120193839073,0.0023692697286605835,0.00433751568198204,-0.024663183838129044
1643260120203761100,0.0031054774299263954,0.006761334836483002,-0.039747584611177444
1643260120224143028,0.0031245299614965916,0.010915917344391346,-0.07678203284740448
1643260120233788013,0.0025405222550034523,0.012281038798391819,-0.09556953608989716
1643260120243814945,0.0021545132622122765,0.013530478812754154,-0.1110357865691185
1643260120255470991,0.0020974832586944103,0.014345940202474594,-0.12344938516616821
1643260120275494098,0.0032520340755581856,0.015658380463719368,-0.13356240093708038
1643260120283868074,0.003948683850467205,0.015927867963910103,-0.1317848265171051
1643260120293804883,0.004432015120983124,0.016034411266446114,-0.12531311810016632
1643260120303816080,0.004392057191580534,0.015718987211585045,-0.11577681452035904
1643260120325038909,0.003026625607162714,0.014311837032437325,-0.09356006234884262
1643260120333852052,0.0016320965951308608,0.013310973532497883,-0.0834675207734108
1643260120343733072,0.00025528762489557266,0.011920828372240067,-0.0762421265244484
1643260120358038902,0.0,0.011179200373589993,-0.0714268833398819
1643260120373764038,-0.0006158750038594007,0.010808213613927364,-0.07158095389604568
1643260120383768081,-0.00027153617702424526,0.011144024319946766,-0.0759044662117958
1643260120393753051,0.0,0.011918795295059681,-0.08125288039445877
1643260120403983116,0.0,0.012406573630869389,-0.08810865134000778
1643260120423785924,0.0015069657238200307,0.013170494697988033,-0.1022724062204361
1643260120433717966,0.002124286722391844,0.013409373350441456,-0.10804766416549683
1643260120444278955,0.0022302637808024883,0.01316455751657486,-0.11353015154600143
1643260120454441070,0.0022495733574032784,0.012550009414553642,-0.11781585216522217
1643260120474103927,0.0017963057616725564,0.010292555205523968,-0.1223413348197937
1643260120483664989,0.0018319321097806096,0.009491566568613052,-0.12291674315929413
1643260120493726968,0.0025210059247910976,0.00876643881201744,-0.12146264314651489
1643260120503650903,0.003558685537427664,0.008230688981711864,-0.11908591538667679
1643260120524005889,0.005842144601047039,0.008581616915762424,-0.1125197485089302
1643260120533647060,0.00637280335649848,0.008727704174816608,-0.10983223468065262
1643260120545464038,0.006320868153125048,0.009289579465985298,-0.10911891609430313
1643260120553689002,0.005846452433615923,0.010110492818057537,-0.10953887552022934
1643260120573774099,0.003944358788430691,0.011496861465275288,-0.11563559621572495
1643260120583666086,0.003312925808131695,0.012330380268394947,-0.11941935122013092
1643260120599704980,0.003162198234349489,0.013110090047121048,-0.12279879301786423
1643260120603677034,0.0033423639833927155,0.014084448106586933,-0.1261226087808609
1643260120623621940,0.00455203652381897,0.015189345926046371,-0.1317557543516159
1643260120633927106,0.00486557325348258,0.015156473964452744,-0.13434314727783203
1643260120643816947,0.004623360000550747,0.015101715922355652,-0.13596361875534058
1643260120653790950,0.0038240673020482063,0.01470024324953556,-0.13586756587028503
1643260120675095081,0.002284142654389143,0.014840863645076752,-0.13169555366039276
1643260120683865070,0.0017943811835721135,0.015268377959728241,-0.12838739156723022
1643260120693722009,0.0014214160619303584,0.015384769067168236,-0.12638241052627563
1643260120703649997,0.0015202563954517245,0.015297960489988327,-0.12563295662403107
1643260120723783969,0.002047827932983637,0.014770256355404854,-0.12672767043113708
1643260120735342025,0.0027478612028062344,0.014672314748167992,-0.1282186061143875
1643260120743686914,0.0036424901336431503,0.014471164904534817,-0.1293342113494873
1643260120753597974,0.004454792942851782,0.0145499799400568,-0.13097000122070312
1643260120773935079,0.005613252054899931,0.014239706099033356,-0.13417083024978638
1643260120786061048,0.005803979001939297,0.013905338011682034,-0.13579167425632477
1643260120793699026,0.00586850568652153,0.013987536542117596,-0.1370566040277481
1643260120803519964,0.005456217098981142,0.01403139065951109,-0.1375713348388672
1643260120823904037,0.004227911587804556,0.014427145943045616,-0.13592706620693207
1643260120833905935,0.0034269713796675205,0.014526495710015297,-0.13384681940078735
1643260120843514919,0.002627423033118248,0.014281690120697021,-0.13145625591278076
1643260120853615999,0.0021636481396853924,0.013816059567034245,-0.12914027273654938
1643260120876418113,0.0013548844726756215,0.012434921227395535,-0.1262369304895401
1643260120884033918,0.0008891470497474074,0.011639592237770557,-0.12539523839950562
1643260120895800113,0.00038009602576494217,0.011029164306819439,-0.12550655007362366
1643260120904665946,0.0002574245445430279,0.0109268669039011,-0.12604624032974243
1643260120925851106,0.00011735653970390558,0.012237990275025368,-0.12947635352611542
1643260120935230970,0.0003033906687051058,0.013098025694489479,-0.13208648562431335
1643260120944209098,0.0003654144238680601,0.013891882263123989,-0.13499988615512848
1643260120954524993,0.00010068900883197784,0.014538745395839214,-0.13767482340335846
1643260120974912881,0.0,0.014298584312200546,-0.1416991502046585
1643260120984772920,0.0,0.013676163740456104,-0.14308995008468628
1643260120994277000,0.0,0.012860170565545559,-0.1432715654373169
1643260121004290103,0.0,0.011754782870411873,-0.1428881734609604
1643260121032783031,0.0,0.009470525197684765,-0.14050377905368805
1643260121036317110,0.0,0.008420177735388279,-0.1392502784729004
1643260121046107053,6.454705726355314e-05,0.007673704996705055,-0.13850148022174835
1643260121058540105,0.0002752161817625165,0.007387144491076469,-0.13754165172576904
1643260121077018022,0.00010505376849323511,0.007907204329967499,-0.13707664608955383
1643260121084014892,0.0,0.008702944964170456,-0.13822241127490997
1643260121093723058,0.0,0.009648630395531654,-0.1399543434381485
1643260121103787899,0.0,0.01041372213512659,-0.14271946251392365
1643260121124309062,0.0009331395849585533,0.01171718817204237,-0.14960871636867523
1643260121133528947,0.001632025116123259,0.012224574573338032,-0.15243273973464966
1643260121143392086,0.0025632590986788273,0.012755832634866238,-0.15481986105442047
1643260121153959989,0.0033206483349204063,0.01307647954672575,-0.15681380033493042
1643260121173554897,0.004451540764421225,0.013284209184348583,-0.15921354293823242
1643260121184021949,0.004737508483231068,0.013395589776337147,-0.1598782241344452
1643260121193867921,0.004852847196161747,0.013566686771810055,-0.15999267995357513
1643260121203788042,0.005063279066234827,0.013881322927772999,-0.15941333770751953
1643260121223486900,0.005218068137764931,0.014990022405982018,-0.15500608086585999
1643260121233500003,0.005146440584212542,0.015199044719338417,-0.15154986083507538
1643260121245418071,0.004773193970322609,0.014975523576140404,-0.14818507432937622
1643260121256313085,0.004052909556776285,0.014632919803261757,-0.14526931941509247
1643260121273431062,0.002086194232106209,0.013233277015388012,-0.1426011025905609
1643260121283468961,0.0009814832592383027,0.012810030952095985,-0.14277063310146332
1643260121293764114,5.7096127420663834e-05,0.012547006830573082,-0.14470219612121582
1643260121303869009,0.0,0.012295004911720753,-0.1477338969707489
1643260121324630975,0.0,0.01324294414371252,-0.15633556246757507
1643260121334275007,0.0,0.014080868102610111,-0.16162486374378204
1643260121343872070,0.00047811202239245176,0.014751246199011803,-0.1654072403907776
1643260121353832960,0.002022119704633951,0.01522056944668293,-0.168465718626976
1643260121373650074,0.004593244753777981,0.01423205528408289,-0.17068500816822052
1643260121384147882,0.0051109143532812595,0.012933379039168358,-0.1696803718805313
1643260121393367052,0.0046425629407167435,0.011644933372735977,-0.1681838184595108
1643260121403597116,0.0034992825239896774,0.010436402633786201,-0.16626472771167755
1643260121423556089,0.0006975934375077486,0.009045607410371304,-0.16092689335346222
1643260121433537960,0.0,0.00871465727686882,-0.15815065801143646
1643260121445785045,0.0,0.00879867933690548,-0.15578903257846832
1643260121453613042,0.0,0.009252989664673805,-0.15316829085350037
1643260121474210023,0.0,0.01004162896424532,-0.1522303819656372
1643260121483922958,7.423711940646172e-05,0.010213895700871944,-0.1539914608001709
1643260121493774890,0.0004665120504796505,0.009970767423510551,-0.15693220496177673
1643260121503452062,0.0009735986823216081,0.00924544595181942,-0.16122272610664368
1643260121523613929,0.0018202856881543994,0.00788269005715847,-0.1692371666431427
1643260121538532018,0.002291434910148382,0.0075358618050813675,-0.1719498336315155
1643260121544866085,0.002877826802432537,0.007388057187199593,-0.17331694066524506
1643260121553575992,0.0033767856657505035,0.007569793611764908,-0.17348596453666687
1643260121575617074,0.004164728336036205,0.007641524076461792,-0.17047011852264404
1643260121585762023,0.004175013396888971,0.007518881931900978,-0.1677245944738388
1643260121593992948,0.0036965562030673027,0.006969515234231949,-0.1652192771434784
1643260121603327035,0.0028084679506719112,0.0062669506296515465,-0.1628420501947403
1643260121625888109,0.000493499799631536,0.005240480415523052,-0.1599152535200119
1643260121633748054,0.0,0.004823368042707443,-0.16001242399215698
1643260121643402099,0.0,0.004824196919798851,-0.16086475551128387
1643260121653357028,0.0,0.005308578722178936,-0.16220000386238098
1643260121674109935,0.0,0.006585892289876938,-0.1670655906200409
1643260121683520078,0.0,0.0076630087569355965,-0.16951051354408264
1643260121693347930,0.0,0.008609901182353497,-0.171935573220253
1643260121703449964,0.00037416431587189436,0.009301180951297283,-0.1745901256799698
1643260121724751949,0.0014759345212951303,0.009362921118736267,-0.17737558484077454
1643260121733702898,0.002033269964158535,0.008623356930911541,-0.1780526489019394
1643260121743319034,0.0026656463742256165,0.007744869217276573,-0.1776934117078781
1643260121753237009,0.003263590857386589,0.006717815529555082,-0.1767813265323639
1643260121774795055,0.004152365494519472,0.005100744776427746,-0.17469558119773865
1643260121783324956,0.0042056436650455,0.00471158791333437,-0.1737411469221115
1643260121793278932,0.004196834750473499,0.004690111614763737,-0.1729918122291565
1643260121803617954,0.0038571092300117016,0.004641427658498287,-0.1725120097398758
1643260121824760913,0.002824682742357254,0.005470267031341791,-0.17203405499458313
1643260121833667993,0.0021944292820990086,0.005988279357552528,-0.1720811128616333
1643260121843822956,0.0015976090217009187,0.00637631444260478,-0.1728266328573227
1643260121856406927,0.0015398046234622598,0.007290623150765896,-0.17362463474273682
1643260121879196882,0.002132830210030079,0.009021440520882607,-0.17646557092666626
1643260121884413957,0.00283043272793293,0.00940905511379242,-0.17820756137371063
1643260121894162893,0.003760987427085638,0.00972752459347248,-0.17953713238239288
1643260121904227972,0.004555238410830498,0.009599613957107067,-0.18040655553340912
1643260121926707029,0.005602111108601093,0.008383091539144516,-0.18198245763778687
1643260121933938980,0.005835265852510929,0.00754223857074976,-0.1820313036441803
1643260121943219900,0.005699064116925001,0.0066097211092710495,-0.1818171888589859
1643260121953898906,0.005291373934596777,0.005479385145008564,-0.1814628392457962
1643260121973512887,0.003468708600848913,0.003512245137244463,-0.1808847337961197
1643260121983278036,0.0022029769606888294,0.003045172430574894,-0.18088534474372864
1643260121993252992,0.0008948810864239931,0.002609867602586746,-0.18096567690372467
1643260122009788036,0.0,0.0027126683853566647,-0.1807684302330017
1643260122023231983,-0.0014580554561689496,0.00385405495762825,-0.17865370213985443
1643260122033308029,-0.002396002411842346,0.0047165704891085625,-0.17745371162891388
1643260122043445110,-0.003156963735818863,0.0057350946590304375,-0.17657341063022614
1643260122056998968,-0.0034140245988965034,0.006650727707892656,-0.17674414813518524
1643260122073616027,-0.0026216311380267143,0.007722464390099049,-0.1800113171339035
1643260122083312988,-0.002197778783738613,0.00782263744622469,-0.1828208714723587
1643260122093337059,-0.001562173361890018,0.007689955644309521,-0.18552044034004211
1643260122103085041,-0.0010369553929194808,0.0071352338418364525,-0.18800126016139984
1643260122123157024,0.0,0.005075623746961355,-0.1916906088590622
