Timestamp,Weight,Predictive,Reflexive,Derivative,ico_output
2021-10-07 14:48:40.956209,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:41.089209,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:41.189170,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:41.318609,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:41.458267,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:41.565401,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:41.698899,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:41.800527,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:41.965983,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:42.051040,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:42.196831,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:42.323594,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:42.432546,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:42.566328,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:42.700943,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:42.828120,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:42.956594,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:43.059759,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:43.195308,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:43.334168,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:43.458611,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:43.561197,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:43.699753,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:43.801173,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:43.856390,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:43.977284,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:44.170688,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:44.302207,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:44.569629,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:44.691525,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:44.828043,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:44.962620,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:45.069147,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:45.184063,0.0,0.0,0.0,0.0,0.0
2021-10-07 14:48:45.315960,0.0,0.0,0.0,0.0,0.0
