Timestamp,Weight,Object,Predictive,Reflexive,Derivative,ico_output
2021-11-25 14:23:37.693940,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-25 14:23:37.840183,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-25 14:23:37.981231,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-25 14:23:38.090954,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-25 14:23:38.204105,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-25 14:23:38.345310,0.0,1.0,0.362,0.0,0.0,0.0
2021-11-25 14:23:38.481338,0.011,1.0,1.0,0.153,0.011,0.153
2021-11-25 14:23:38.569101,0.047,1.0,1.0,0.472,0.036,0.48300120999999996
2021-11-25 14:23:38.722882,0.081,1.0,1.0,1.0,0.034,1.04702209
2021-11-25 14:23:59.676539,0.081,1.0,0.0,0.0,0.0,0.081
2021-11-25 14:23:59.810812,0.081,1.0,0.0,0.0,0.0,0.081
2021-11-25 14:23:59.978264,0.081,1.0,0.0,0.0,0.0,0.081
2021-11-25 14:24:00.229965,0.081,1.0,0.0,0.0,0.0,0.081
2021-11-25 14:24:00.362633,0.081,1.0,0.702,0.0,0.0,0.08104605822000001
2021-11-25 14:24:00.584110,0.122,1.0,1.0,0.898,0.041,0.97906561
2021-11-25 14:24:00.694348,0.131,1.0,1.0,1.0,0.009,1.12214884
2021-11-25 14:24:22.427523,0.131,1.0,0.0,0.0,0.0,0.131
2021-11-25 14:24:22.586109,0.131,1.0,0.0,0.0,0.0,0.131
2021-11-25 14:24:22.691411,0.131,1.0,0.0,0.0,0.0,0.131
2021-11-25 14:24:22.799167,0.131,1.0,0.0,0.0,0.0,0.131
2021-11-25 14:24:22.964540,0.131,1.0,0.018,0.0,0.0,0.13100308898000002
2021-11-25 14:24:23.067081,0.131,1.0,0.338,0.0,0.0,0.13105800418
2021-11-25 14:24:23.226302,0.145,1.0,1.0,0.226,0.014,0.35717161
2021-11-25 14:24:23.327130,0.179,1.0,1.0,0.569,0.034,0.7142102499999999
2021-11-25 14:24:23.428385,0.222,1.0,1.0,1.0,0.043,1.1793204099999999
2021-11-25 14:24:44.050737,0.222,1.0,0.0,0.0,0.0,0.222
2021-11-25 14:24:44.210878,0.222,1.0,0.0,0.0,0.0,0.222
2021-11-25 14:24:44.315364,0.222,1.0,0.0,0.0,0.0,0.222
2021-11-25 14:24:44.423100,0.222,1.0,0.0,0.0,0.0,0.222
2021-11-25 14:24:44.553586,0.222,1.0,0.0,0.0,0.0,0.222
2021-11-25 14:24:44.767096,0.222,1.0,0.577,0.0,0.0,0.22228436868
2021-11-25 14:24:44.904965,0.225,1.0,1.0,0.042,0.003,0.26449284
2021-11-25 14:24:45.007083,0.249,1.0,1.0,0.282,0.024,0.50750625
2021-11-25 14:24:45.149668,0.299,1.0,1.0,1.0,0.05,1.2496200100000001
2021-11-25 14:25:04.441684,0.299,1.0,0.0,0.0,0.0,0.299
2021-11-25 14:25:04.543667,0.299,1.0,0.0,0.0,0.0,0.299
2021-11-25 14:25:04.703138,0.299,1.0,0.0,0.0,0.0,0.299
2021-11-25 14:25:04.746469,0.299,1.0,0.0,0.0,0.0,0.299
2021-11-25 14:25:04.887782,0.299,1.0,0.0,0.0,0.0,0.299
2021-11-25 14:25:05.063736,0.299,1.0,0.425,0.0,0.0,0.29937995424999997
2021-11-25 14:25:05.189492,0.308,1.0,1.0,0.11,0.009,0.40989401
2021-11-25 14:25:05.329443,0.358,1.0,1.0,0.804,0.05,1.11294864
2021-11-25 14:25:05.466457,0.372,1.0,1.0,1.0,0.014,1.3592816399999998
2021-11-25 14:25:26.352932,0.372,1.0,0.0,0.0,0.0,0.372
2021-11-25 14:25:26.464907,0.372,1.0,0.0,0.0,0.0,0.372
2021-11-25 14:25:26.574105,0.372,1.0,0.0,0.0,0.0,0.372
2021-11-25 14:25:26.651141,0.372,1.0,0.0,0.0,0.0,0.372
2021-11-25 14:25:26.752640,0.372,1.0,0.0,0.0,0.0,0.372
2021-11-25 14:25:26.809923,0.372,1.0,0.017,0.0,0.0,0.37202352528
2021-11-25 14:25:27.024371,0.372,1.0,0.734,0.0,0.0,0.37301573856
2021-11-25 14:25:27.207332,0.397,1.0,1.0,0.461,0.025,0.8343838400000001
2021-11-25 14:25:27.332530,0.432,1.0,1.0,0.895,0.035,1.29357609
2021-11-25 14:25:27.425159,0.443,1.0,1.0,1.0,0.011,1.43386624
2021-11-25 14:25:45.814203,0.443,1.0,0.0,0.0,0.0,0.443
2021-11-25 14:25:45.920439,0.443,1.0,0.0,0.0,0.0,0.443
2021-11-25 14:25:46.078189,0.443,1.0,0.0,0.0,0.0,0.443
2021-11-25 14:25:46.199267,0.443,1.0,0.0,0.0,0.0,0.443
2021-11-25 14:25:46.347768,0.443,1.0,0.0,0.0,0.0,0.443
2021-11-25 14:25:46.421177,0.443,1.0,0.052,0.0,0.0,0.44310204948
2021-11-25 14:25:46.590257,0.443,1.0,0.583,0.0,0.0,0.44414413167
2021-11-25 14:25:46.686047,0.45,1.0,1.0,0.071,0.007,0.5159624899999999
2021-11-25 14:25:46.817375,0.494,1.0,1.0,0.653,0.044,1.105025
2021-11-25 14:25:46.917332,0.529,1.0,1.0,1.0,0.035,1.49644036
2021-11-25 14:26:06.966017,0.529,1.0,0.0,0.0,0.0,0.529
2021-11-25 14:26:07.069657,0.529,1.0,0.0,0.0,0.0,0.529
2021-11-25 14:26:07.167797,0.529,1.0,0.0,0.0,0.0,0.529
2021-11-25 14:26:07.310982,0.529,1.0,0.0,0.0,0.0,0.529
2021-11-25 14:26:07.461201,0.529,1.0,0.0,0.0,0.0,0.529
2021-11-25 14:26:07.545240,0.529,1.0,0.179,0.0,0.0,0.52950091539
2021-11-25 14:26:07.709167,0.529,1.0,0.96,0.0,0.0,0.5316864736
2021-11-25 14:26:07.815496,0.555,1.0,1.0,0.276,0.026,0.8077984100000001
2021-11-25 14:26:07.911182,0.583,1.0,1.0,0.542,0.028,1.10008025
2021-11-25 14:26:08.069565,0.605,1.0,1.0,0.888,0.022,1.47439889
2021-11-25 14:26:08.164224,0.612,1.0,1.0,0.954,0.007,1.56266025
2021-11-25 14:26:08.286367,0.612,1.0,1.0,0.875,0,1.49074544
2021-11-25 14:26:08.438828,0.614,1.0,1.0,0.906,0.002,1.5217454400000001
2021-11-25 14:26:08.539012,0.614,1.0,1.0,0.895,0,1.51276996
2021-11-25 14:26:08.682343,0.618,1.0,1.0,0.956,0.004,1.57376996
2021-11-25 14:26:08.803928,0.622,1.0,1.0,1.0,0.004,1.62181924
2021-11-25 14:26:25.688799,0.622,1.0,0.0,0.0,0.0,0.622
2021-11-25 14:26:25.805591,0.622,1.0,0.0,0.0,0.0,0.622
2021-11-25 14:26:25.886344,0.622,1.0,0.0,0.0,0.0,0.622
2021-11-25 14:26:26.037966,0.622,1.0,0.0,0.0,0.0,0.622
2021-11-25 14:26:26.227839,0.622,1.0,0.0,0.0,0.0,0.622
2021-11-25 14:26:26.325313,0.622,1.0,0.089,0.0,0.0,0.62234432676
2021-11-25 14:26:26.454027,0.622,1.0,0.696,0.0,0.0,0.62469271264
2021-11-25 14:26:26.583342,0.622,1.0,0.813,0.0,0.0,0.62514536692
2021-11-25 14:26:26.720489,0.622,1.0,0.867,0.0,0.0,0.62535428428
2021-11-25 14:26:26.801382,0.622,1.0,0.933,0.0,0.0,0.62560962772
2021-11-25 14:26:26.956687,0.624,1.0,1.0,0.034,0.002,0.65986884
2021-11-25 14:26:27.085652,0.624,1.0,0.982,0.0,0,0.62782367232
2021-11-25 14:26:27.220628,0.625,1.0,1.0,0.011,0.001,0.63889376
2021-11-25 14:26:27.333734,0.625,1.0,0.886,0.0,0,0.6284609375
2021-11-25 14:26:27.466323,0.631,1.0,1.0,0.083,0.006,0.71190625
2021-11-25 14:26:27.559354,0.631,1.0,1.0,0.005,0,0.63998161
2021-11-25 14:26:27.686497,0.64,1.0,1.0,0.113,0.009,0.74798161
2021-11-25 14:26:27.808279,0.64,1.0,1.0,0.093,0,0.737096
2021-11-25 14:26:27.959932,0.648,1.0,1.0,0.216,0.008,0.860096
2021-11-25 14:26:28.060158,0.65,1.0,1.0,0.232,0.002,0.88419904
2021-11-25 14:26:28.194306,0.659,1.0,1.0,0.348,0.009,1.0022250000000001
2021-11-25 14:26:28.348748,0.659,1.0,1.0,0.31,0,0.9733428100000001
2021-11-25 14:26:28.500891,0.668,1.0,1.0,0.44,0.009,1.10334281
2021-11-25 14:26:28.562261,0.676,1.0,1.0,0.488,0.008,1.16046224
2021-11-25 14:26:28.696299,0.679,1.0,1.0,0.534,0.003,1.21456976
2021-11-25 14:26:28.826270,0.683,1.0,1.0,0.59,0.004,1.2736104099999999
2021-11-25 14:26:28.898107,0.683,1.0,1.0,0.593,0.0,1.2806648900000002
2021-11-25 14:26:29.108134,0.683,1.0,1.0,0.534,0,1.22166489
2021-11-25 14:26:29.171927,0.687,1.0,1.0,0.562,0.004,1.24966489
2021-11-25 14:26:46.526608,0.687,1.0,0.0,0.0,0.0,0.687
2021-11-25 14:26:46.695688,0.687,1.0,0.0,0.0,0.0,0.687
2021-11-25 14:26:46.754736,0.687,1.0,0.0,0.0,0.0,0.687
2021-11-25 14:26:46.886036,0.687,1.0,0.0,0.0,0.0,0.687
2021-11-25 14:26:47.044677,0.687,1.0,0.0,0.0,0.0,0.687
2021-11-25 14:26:47.186038,0.687,1.0,0.343,0.0,0.0,0.6886188536700001
2021-11-25 14:26:47.288768,0.687,1.0,0.875,0.0,0.0,0.69112972875
2021-11-25 14:26:47.452051,0.687,1.0,0.847,0.0,0.0,0.69099757743
2021-11-25 14:26:47.547250,0.687,1.0,0.982,0.0,0.0,0.6916347355800001
2021-11-25 14:26:47.658428,0.687,1.0,0.992,0.0,0.0,0.6916819324800001
2021-11-25 14:26:47.831162,0.687,1.0,1.0,0.004,0.0,0.6957196900000001
2021-11-25 14:26:47.894381,0.687,1.0,0.917,0.0,0,0.69132795573
