Timestamp,Weight,Predictive,Reflexive,Derivative
2021-10-01 17:03:19.667642,0.0,0.0,0.0,0.0
2021-10-01 17:03:19.803602,0.0,0.0,0.0,0.0
2021-10-01 17:03:20.003406,0.0,0.0,0.0,0.0
2021-10-01 17:03:20.200086,0.0,0.0,0.0,0.0
2021-10-01 17:03:20.370168,0.0,0.0,0.0,0.0
2021-10-01 17:03:20.566796,0.0,0.0,0.0,0.0
2021-10-01 17:03:20.736887,0.0,0.0,0.0,0.0
2021-10-01 17:03:20.903201,0.0,0.0,0.0,0.0
2021-10-01 17:03:21.100433,0.0,0.0,0.0,0.0
2021-10-01 17:03:21.269621,0.0,0.0,0.0,0.0
2021-10-01 17:03:21.436646,0.0,0.0,0.0,0.0
2021-10-01 17:03:21.633893,0.0,0.0,0.0,0.0
2021-10-01 17:03:21.801886,0.0,0.0,0.0,0.0
2021-10-01 17:03:22.005303,0.0,0.0,0.0,0.0
2021-10-01 17:03:22.167538,0.0,0.0,0.0,0.0
2021-10-01 17:03:22.365412,0.0,0.0,0.0,0.0
2021-10-01 17:03:22.534280,0.0,0.0,0.0,0.0
2021-10-01 17:03:22.701994,0.0,0.0,0.0,0.0
2021-10-01 17:03:22.902669,0.0,0.0,0.0,0.0
2021-10-01 17:03:23.066035,0.0,0.0,0.0,0.0
2021-10-01 17:03:23.265087,0.0,0.0,0.0,0.0
2021-10-01 17:03:23.436009,0.0,0.0,0.0,0.0
2021-10-01 17:03:23.601509,0.0,0.0,0.0,0.0
2021-10-01 17:03:23.801667,0.0,0.0,0.0,0.0
2021-10-01 17:03:23.967704,0.0,0.0,0.0,0.0
2021-10-01 17:03:24.168312,0.0,0.0,0.0,0.0
2021-10-01 17:03:24.298904,0.0,0.0,0.0,0.0
2021-10-01 17:03:24.498400,0.0,0.0,0.0,0.0
2021-10-01 17:03:24.665928,0.0,0.0,0.0,0.0
2021-10-01 17:03:24.867966,0.0,0.0,0.0,0.0
2021-10-01 17:03:25.000732,0.0,0.0,0.0,0.0
2021-10-01 17:03:25.232080,0.0,0.0,0.0,0.0
2021-10-01 17:03:25.368418,0.0,0.0,0.0,0.0
2021-10-01 17:03:25.534545,0.0,0.0,0.0,0.0
2021-10-01 17:03:25.765209,0.0,0.0,0.0,0.0
2021-10-01 17:03:25.934222,0.0,0.0,0.0,0.0
2021-10-01 17:03:26.100437,0.0,0.0,0.0,0.0
2021-10-01 17:03:26.267155,0.0,0.0,0.0,0.0
2021-10-01 17:03:26.465778,0.0,0.0,0.0,0.0
2021-10-01 17:03:26.632841,0.0,0.0,0.0,0.0
2021-10-01 17:03:26.833917,0.0,0.0,0.0,0.0
2021-10-01 17:03:26.997202,0.0,0.0,0.0,0.0
2021-10-01 17:03:27.129947,0.0,0.0,0.0,0.0
2021-10-01 17:03:27.333625,0.0,0.0,0.0,0.0
2021-10-01 17:03:27.497407,0.0,0.0,0.0,0.0
2021-10-01 17:03:27.699718,0.0,0.0,0.0,0.0
2021-10-01 17:03:27.833912,0.0,0.0,0.0,0.0
2021-10-01 17:03:28.066144,0.0,0.0,0.0,0.0
2021-10-01 17:03:28.234019,0.0,0.0,0.0,0.0
2021-10-01 17:03:28.366145,0.0,0.0,0.0,0.0
2021-10-01 17:03:28.567401,0.0,0.0,0.0,0.0
2021-10-01 17:03:28.766245,0.0,0.0,0.0,0.0
2021-10-01 17:03:28.899849,0.0,0.0,0.0,0.0
2021-10-01 17:03:29.064801,0.0,0.0,0.0,0.0
2021-10-01 17:03:29.232936,0.0,0.0,0.0,0.0
2021-10-01 17:03:29.430549,0.0,0.0,0.0,0.0
2021-10-01 17:03:29.629327,0.0,0.0,0.0,0.0
2021-10-01 17:03:29.763938,0.0,0.0,0.0,0.0
2021-10-01 17:03:29.929185,0.0,0.0,0.0,0.0
2021-10-01 17:03:30.132096,0.0,0.0,0.0,0.0
2021-10-01 17:03:30.298465,0.0,0.0,0.0,0.0
2021-10-01 17:03:30.497895,0.0,0.0,0.0,0.0
2021-10-01 17:03:30.632743,0.0,0.0,0.0,0.0
2021-10-01 17:03:30.798126,0.0,0.0,0.0,0.0
2021-10-01 17:03:30.996907,0.0,0.0,0.0,0.0
2021-10-01 17:03:31.131708,0.0,0.0,0.0,0.0
2021-10-01 17:03:31.297525,0.0,0.0,0.0,0.0
2021-10-01 17:03:31.497617,0.0,0.0,0.0,0.0
2021-10-01 17:03:31.664417,0.0,0.0,0.0,0.0
2021-10-01 17:03:31.831512,0.0,0.0,0.0,0.0
2021-10-01 17:03:31.997583,0.0,0.0,0.0,0.0
2021-10-01 17:03:32.164251,0.0,0.0,0.0,0.0
2021-10-01 17:03:32.327153,0.0,0.0,0.0,0.0
