Timestamp,Weight,Predictive,Reflexive,Derivative
2021-10-01 17:03:32.497149,0.0,0.0,0.0,0.0
2021-10-01 17:03:32.663942,0.0,0.0,0.0,0.0
2021-10-01 17:03:32.827523,0.0,0.0,0.0,0.0
2021-10-01 17:03:32.996861,0.0,0.0,0.0,0.0
2021-10-01 17:03:33.230635,0.0,0.0,0.0,0.0
2021-10-01 17:03:33.363436,0.0,0.0,0.0,0.0
2021-10-01 17:03:33.530778,0.0,0.0,0.0,0.0
2021-10-01 17:03:33.696297,0.0,0.0,0.0,0.0
2021-10-01 17:03:33.863606,0.0,0.0,0.0,0.0
2021-10-01 17:03:33.961140,0.0,0.0,0.0,0.0
2021-10-01 17:03:34.230428,0.0,0.0,0.0,0.0
2021-10-01 17:03:34.361709,0.0,0.0,0.0,0.0
2021-10-01 17:03:34.495974,0.0,0.0,0.0,0.0
2021-10-01 17:03:34.693337,0.0,0.0,0.0,0.0
2021-10-01 17:03:34.893714,0.0,0.0,0.0,0.0
2021-10-01 17:03:34.992329,0.0,0.0,0.0,0.0
2021-10-01 17:03:35.195722,0.0,0.0,0.0,0.0
2021-10-01 17:03:35.395148,0.0,0.0,0.0,0.0
2021-10-01 17:03:35.529292,0.0,0.0,0.0,0.0
2021-10-01 17:03:35.729523,0.0,0.0,0.0,0.0
2021-10-01 17:03:35.830298,0.0,0.0,0.0,0.0
2021-10-01 17:03:36.029572,0.0,0.0,0.0,0.0
2021-10-01 17:03:36.195820,0.0,0.0,0.0,0.0
2021-10-01 17:03:36.395022,0.0,0.0,0.0,0.0
2021-10-01 17:03:36.561147,0.0,0.0,0.0,0.0
2021-10-01 17:03:36.729283,0.0,0.0,0.0,0.0
2021-10-01 17:03:36.894675,0.0,0.0,0.0,0.0
2021-10-01 17:03:37.028559,0.0,0.0,0.0,0.0
2021-10-01 17:03:37.229163,0.0,0.0,0.0,0.0
2021-10-01 17:03:37.393226,0.0,0.0,0.0,0.0
2021-10-01 17:03:37.561459,0.0,0.0,0.0,0.0
2021-10-01 17:03:37.761684,0.0,0.0,0.0,0.0
2021-10-01 17:03:37.894517,0.0,0.0,0.0,0.0
2021-10-01 17:03:38.094072,0.0,0.0,0.0,0.0
2021-10-01 17:03:38.227948,0.0,0.0,0.0,0.0
2021-10-01 17:03:38.430103,0.0,0.0,0.0,0.0
2021-10-01 17:03:38.559406,0.0,0.0,0.0,0.0
2021-10-01 17:03:38.793748,0.0,0.0,0.0,0.0
2021-10-01 17:03:38.928324,0.0,0.0,0.0,0.0
2021-10-01 17:03:39.094248,0.0,0.0,0.0,0.0
2021-10-01 17:03:39.261975,0.0,0.0,0.0,0.0
2021-10-01 17:03:39.427533,0.0,0.0,0.0,0.0
2021-10-01 17:03:39.593788,0.0,0.0,0.0,0.0
2021-10-01 17:03:39.761119,0.0,0.0,0.0,0.0
2021-10-01 17:03:39.959997,0.0,0.0,0.0,0.0
2021-10-01 17:03:40.060758,0.0,0.0,0.0,0.0
2021-10-01 17:03:40.293897,0.0,0.0,0.0,0.0
2021-10-01 17:03:40.460053,0.0,0.0,0.0,0.0
2021-10-01 17:03:40.593178,0.0,0.0,0.0,0.0
2021-10-01 17:03:40.792758,0.0,0.0,0.0,0.0
2021-10-01 17:03:40.961587,0.0,0.0,0.0,0.0
2021-10-01 17:03:41.064143,0.0,0.0,0.0,0.0
2021-10-01 17:03:41.291722,0.0,0.0,0.0,0.0
2021-10-01 17:03:41.490427,0.0,0.0,0.0,0.0
2021-10-01 17:03:41.626584,0.0,0.0,0.0,0.0
2021-10-01 17:03:41.757741,0.0,0.0,0.0,0.0
2021-10-01 17:03:41.924150,0.0,0.0,0.0,0.0
2021-10-01 17:03:42.126117,0.0,0.0,0.0,0.0
2021-10-01 17:03:42.290073,0.0,0.0,0.0,0.0
2021-10-01 17:03:42.459362,0.0,0.0,0.0,0.0
2021-10-01 17:03:42.622983,0.0,0.0,0.0,0.0
2021-10-01 17:03:42.791082,0.0,0.0,0.0,0.0
2021-10-01 17:03:42.991669,0.0,0.0,0.0,0.0
2021-10-01 17:03:43.125419,0.0,0.0,0.0,0.0
2021-10-01 17:03:43.291612,0.0,0.0,0.0,0.0
2021-10-01 17:03:43.458379,0.0,0.0,0.0,0.0
2021-10-01 17:03:43.694115,0.0,0.0,0.0,0.0
2021-10-01 17:03:43.824246,0.0,0.0,0.0,0.0
2021-10-01 17:03:43.958181,0.0,0.0,0.0,0.0
2021-10-01 17:03:44.154694,0.0,0.0,0.0,0.0
2021-10-01 17:03:44.357895,0.0,0.0,0.0,0.0
2021-10-01 17:03:44.489867,0.0,0.0,0.0,0.0
2021-10-01 17:03:44.654212,0.0,0.0,0.0,0.0
2021-10-01 17:03:44.825046,0.0,0.0,0.0,0.0
2021-10-01 17:03:44.990551,0.0,0.0,0.0,0.0
2021-10-01 17:03:45.153840,0.0,0.0,0.0,0.0
2021-10-01 17:03:45.290918,0.0,0.0,0.0,0.0
2021-10-01 17:03:45.488058,0.0,0.0,0.0,0.0
2021-10-01 17:03:45.654412,0.0,0.0,0.0,0.0
2021-10-01 17:03:45.822181,0.0,0.0,0.0,0.0
2021-10-01 17:03:46.024018,0.0,0.0,0.0,0.0
2021-10-01 17:03:46.189763,0.0,0.0,0.0,0.0
2021-10-01 17:03:46.289883,0.0,0.0,0.0,0.0
2021-10-01 17:03:46.490772,0.0,0.0,0.0,0.0
2021-10-01 17:03:46.687118,0.0,0.0,0.0,0.0
2021-10-01 17:03:46.856922,0.0,0.0,0.0,0.0
2021-10-01 17:03:46.992059,0.0,0.0,0.0,0.0
2021-10-01 17:03:47.188700,0.0,0.0,0.0,0.0
2021-10-01 17:03:47.355482,0.0,0.0,0.0,0.0
2021-10-01 17:03:47.523337,0.0,0.0,0.0,0.0
2021-10-01 17:03:47.719992,0.0,0.0,0.0,0.0
2021-10-01 17:03:47.887691,0.0,0.0,0.0,0.0
2021-10-01 17:03:47.989365,0.0,0.0,0.0,0.0
2021-10-01 17:03:48.221594,0.0,0.0,0.0,0.0
2021-10-01 17:03:48.386578,0.0,0.0,0.0,0.0
2021-10-01 17:03:48.523675,0.0,0.0,0.0,0.0
2021-10-01 17:03:48.720662,0.0,0.0,0.0,0.0
2021-10-01 17:03:48.886384,0.0,0.0,0.0,0.0
2021-10-01 17:03:49.056083,0.0,0.0,0.0,0.0
2021-10-01 17:03:49.253346,0.0,0.0,0.0,0.0
2021-10-01 17:03:49.388205,0.0,0.0,0.0,0.0
2021-10-01 17:03:49.555639,0.0,0.0,0.0,0.0
2021-10-01 17:03:49.719069,0.0,0.0,0.0,0.0
2021-10-01 17:03:49.887986,0.0,0.0,0.0,0.0
2021-10-01 17:03:50.056154,0.0,0.0,0.0,0.0
2021-10-01 17:03:50.221916,0.0,0.0,0.0,0.0
2021-10-01 17:03:50.419560,0.0,0.0,0.0,0.0
2021-10-01 17:03:50.553951,0.0,0.0,0.0,0.0
2021-10-01 17:03:50.753896,0.0,0.0,0.0,0.0
2021-10-01 17:03:50.921251,0.0,0.0,0.0,0.0
2021-10-01 17:03:51.085613,0.0,0.0,0.0,0.0
2021-10-01 17:03:51.221503,0.0,0.0,0.0,0.0
2021-10-01 17:03:51.451013,0.0,0.0,0.0,0.0
2021-10-01 17:03:51.583975,0.0,0.0,0.0,0.0
2021-10-01 17:03:51.754158,0.0,0.0,0.0,0.0
2021-10-01 17:03:51.887026,0.0,0.0,0.0,0.0
2021-10-01 17:03:52.086816,0.0,0.0,0.0,0.0
2021-10-01 17:03:52.287049,0.0,0.0,0.0,0.0
2021-10-01 17:03:52.420106,0.0,0.0,0.0,0.0
2021-10-01 17:03:52.586543,0.0,0.0,0.0,0.0
2021-10-01 17:03:52.754028,0.0,0.0,0.0,0.0
2021-10-01 17:03:52.920877,0.0,0.0,0.0,0.0
2021-10-01 17:03:53.120443,0.0,0.0,0.0,0.0
2021-10-01 17:03:53.286691,0.0,0.0,0.0,0.0
2021-10-01 17:03:53.450438,0.0,0.0,0.0,0.0
2021-10-01 17:03:53.620028,0.0,0.0,0.0,0.0
2021-10-01 17:03:53.716187,0.0,0.0,0.0,0.0
2021-10-01 17:03:53.950178,0.0,0.0,0.0,0.0
2021-10-01 17:03:54.152756,0.0,0.0,0.0,0.0
2021-10-01 17:03:54.319706,0.0,0.0,0.0,0.0
2021-10-01 17:03:54.482928,0.0,0.0,0.0,0.0
2021-10-01 17:03:54.619520,0.0,0.0,0.0,0.0
2021-10-01 17:03:54.792868,0.0,0.0,0.0,0.0
2021-10-01 17:03:55.015234,0.0,0.0,0.0,0.0
2021-10-01 17:03:55.119579,0.0,0.0,0.0,0.0
2021-10-01 17:03:55.285288,0.0,0.0,0.0,0.0
2021-10-01 17:03:55.485503,0.0,0.0,0.0,0.0
2021-10-01 17:03:55.616795,0.0,0.0,0.0,0.0
2021-10-01 17:03:55.818935,0.0,0.0,0.0,0.0
2021-10-01 17:03:55.986615,0.0,0.0,0.0,0.0
2021-10-01 17:03:56.150821,0.0,0.0,0.0,0.0
2021-10-01 17:03:56.315947,0.0,0.0,0.0,0.0
2021-10-01 17:03:56.452293,0.0,0.0,0.0,0.0
2021-10-01 17:03:56.615547,0.0,0.0,0.0,0.0
2021-10-01 17:03:56.817993,0.0,0.0,0.0,0.0
2021-10-01 17:03:56.952269,0.0,0.0,0.0,0.0
2021-10-01 17:03:57.150396,0.0,0.0,0.0,0.0
2021-10-01 17:03:57.319346,0.0,0.0,0.0,0.0
2021-10-01 17:03:57.484297,0.0,0.0,0.0,0.0
2021-10-01 17:03:57.684096,0.0,0.0,0.0,0.0
2021-10-01 17:03:57.851603,0.0,0.0,0.0,0.0
2021-10-01 17:03:57.983818,0.0,0.0,0.0,0.0
2021-10-01 17:03:58.184000,0.0,0.0,0.0,0.0
2021-10-01 17:03:58.348666,0.0,0.0,0.0,0.0
2021-10-01 17:03:58.584203,0.0,0.0,0.0,0.0
2021-10-01 17:03:58.714848,0.0,0.0,0.0,0.0
2021-10-01 17:03:58.850677,0.0,0.0,0.0,0.0
2021-10-01 17:03:59.047431,0.0,0.0,0.0,0.0
2021-10-01 17:03:59.250510,0.0,0.0,0.0,0.0
2021-10-01 17:03:59.383210,0.0,0.0,0.0,0.0
2021-10-01 17:03:59.550003,0.0,0.0,0.0,0.0
2021-10-01 17:03:59.718623,0.0,0.0,0.0,0.0
2021-10-01 17:03:59.848177,0.0,0.0,0.0,0.0
2021-10-01 17:04:00.049914,0.0,0.0,0.0,0.0
2021-10-01 17:04:00.183280,0.0,0.0,0.0,0.0
2021-10-01 17:04:00.382738,0.0,0.0,0.0,0.0
2021-10-01 17:04:00.582489,0.0,0.0,0.0,0.0
2021-10-01 17:04:00.721226,0.0,0.0,0.0,0.0
2021-10-01 17:04:00.913636,0.0,0.0,0.0,0.0
2021-10-01 17:04:01.046665,0.0,0.0,0.0,0.0
2021-10-01 17:04:01.249543,0.0,0.0,0.0,0.0
2021-10-01 17:04:01.414378,0.0,0.0,0.0,0.0
2021-10-01 17:04:01.578820,0.0,0.0,0.0,0.0
2021-10-01 17:04:01.750747,0.0,0.0,0.0,0.0
2021-10-01 17:04:01.915879,0.0,0.0,0.0,0.0
2021-10-01 17:04:02.115326,0.0,0.0,0.0,0.0
2021-10-01 17:04:02.249355,0.0,0.0,0.0,0.0
2021-10-01 17:04:02.414386,0.0,0.0,0.0,0.0
2021-10-01 17:04:02.612514,0.0,0.0,0.0,0.0
2021-10-01 17:04:02.744912,0.0,0.0,0.0,0.0
2021-10-01 17:04:02.947117,0.0,0.0,0.0,0.0
2021-10-01 17:04:03.078161,0.0,0.0,0.0,0.0
2021-10-01 17:04:03.248261,0.0,0.0,0.0,0.0
2021-10-01 17:04:03.448181,0.0,0.0,0.0,0.0
2021-10-01 17:04:03.613004,0.0,0.0,0.0,0.0
2021-10-01 17:04:03.780440,0.0,0.0,0.0,0.0
2021-10-01 17:04:03.981488,0.0,0.0,0.0,0.0
2021-10-01 17:04:04.111599,0.0,0.0,0.0,0.0
2021-10-01 17:04:04.280576,0.0,0.0,0.0,0.0
2021-10-01 17:04:04.415070,0.0,0.0,0.0,0.0
2021-10-01 17:04:04.580472,0.0,0.0,0.0,0.0
2021-10-01 17:04:04.812304,0.0,0.0,0.0,0.0
2021-10-01 17:04:04.980769,0.0,0.0,0.0,0.0
2021-10-01 17:04:05.080275,0.0,0.0,0.0,0.0
2021-10-01 17:04:05.277485,0.0,0.0,0.0,0.0
2021-10-01 17:04:05.410999,0.0,0.0,0.0,0.0
2021-10-01 17:04:05.647055,0.0,0.0,0.0,0.0
2021-10-01 17:04:05.779349,0.0,0.0,0.0,0.0
2021-10-01 17:04:05.977225,0.0,0.0,0.0,0.0
2021-10-01 17:04:06.145025,0.0,0.0,0.0,0.0
2021-10-01 17:04:06.279689,0.0,0.0,0.0,0.0
2021-10-01 17:04:06.479418,0.0,0.0,0.0,0.0
2021-10-01 17:04:06.617467,0.0,0.0,0.0,0.0
2021-10-01 17:04:06.779500,0.0,0.0,0.0,0.0
2021-10-01 17:04:06.977419,0.0,0.0,0.0,0.0
2021-10-01 17:04:07.113932,0.0,0.0,0.0,0.0
2021-10-01 17:04:07.281071,0.0,0.0,0.0,0.0
2021-10-01 17:04:07.475577,0.0,0.0,0.0,0.0
2021-10-01 17:04:07.646841,0.0,0.0,0.0,0.0
