Timestamp,Weight,Object,Predictive,Reflexive,Derivative,ico_output
2021-10-11 00:18:28.102320,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-11 00:18:28.242852,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-11 00:18:28.374296,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-11 00:18:28.481659,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-11 00:18:28.639990,0.0,1.0,0.613,0.0,0.0,0.0
2021-10-11 00:18:28.740011,0.052,1.0,1.0,0.103,0.052,0.103
2021-10-11 00:18:28.880957,0.124,1.0,1.0,0.306,0.072,0.36070399999999997
2021-10-11 00:18:29.024438,0.137,1.0,1.0,0.343,0.013,0.482376
2021-10-11 00:18:29.123603,0.216,1.0,1.0,0.5,0.079,0.655769
2021-10-11 00:18:29.242009,0.216,1.0,1.0,0.361,0,0.623656
2021-10-11 00:18:29.386991,0.216,1.0,1.0,0.256,0,0.518656
2021-10-11 00:18:29.491568,0.216,1.0,1.0,0.145,0,0.407656
2021-10-11 00:18:29.549158,0.216,1.0,0.499,0.0,0,0.239281344
2021-10-11 00:18:29.691512,0.216,1.0,0.0,0.0,0.0,0.216
2021-10-11 00:18:29.843943,0.216,1.0,0.557,0.0,0.0,0.241987392
2021-10-11 00:18:29.966616,0.216,1.0,0.385,0.0,0.0,0.23396255999999999
2021-10-11 00:18:30.136996,0.216,1.0,0.088,0.0,0.0,0.220105728
2021-10-11 00:18:30.281636,0.216,1.0,0.027,0.0,0.0,0.217259712
2021-10-11 00:18:30.407902,0.216,1.0,0.0,0.0,0.0,0.216
2021-10-11 00:18:30.507338,0.216,1.0,0.0,0.0,0.0,0.216
2021-10-11 00:18:30.602091,0.216,1.0,0.049,0.0,0.0,0.218286144
2021-10-11 00:18:30.768198,0.216,1.0,0.0,0.0,0.0,0.216
2021-10-11 00:18:30.881094,0.216,1.0,0.0,0.0,0.0,0.216
2021-10-11 00:18:30.988013,0.216,1.0,0.116,0.0,0.0,0.221412096
2021-10-11 00:18:31.115297,0.216,1.0,0.0,0.0,0.0,0.216
2021-10-11 00:18:31.283114,0.216,1.0,0.074,0.0,0.0,0.219452544
2021-10-11 00:18:31.370072,0.216,1.0,0.0,0.0,0.0,0.216
2021-10-11 00:18:31.509845,0.216,1.0,0.181,0.0,0.0,0.224444736
2021-10-11 00:18:31.646015,0.216,1.0,0.293,0.0,0.0,0.229670208
2021-10-11 00:18:31.743392,0.216,1.0,0.221,0.0,0.0,0.226310976
2021-10-11 00:18:31.854239,0.216,1.0,0.487,0.0,0.0,0.238721472
2021-10-11 00:18:31.954833,0.216,1.0,0.686,0.0,0.0,0.248006016
2021-10-11 00:18:32.092946,0.216,1.0,0.869,0.0,0.0,0.256544064
2021-10-11 00:18:32.226769,0.216,1.0,0.905,0.0,0.0,0.25822368
2021-10-11 00:18:32.382640,0.232,1.0,1.0,0.05,0.016,0.312656
2021-10-11 00:18:32.509901,0.236,1.0,1.0,0.061,0.004,0.346824
2021-10-11 00:18:32.577966,0.236,1.0,1.0,0.052,0,0.34369599999999995
2021-10-11 00:18:32.755637,0.236,1.0,0.859,0.0,0,0.283842864
2021-10-11 00:18:32.903197,0.313,1.0,1.0,0.228,0.077,0.5196959999999999
2021-10-11 00:18:32.996848,0.313,1.0,1.0,0.121,0,0.531969
2021-10-11 00:18:33.165284,0.313,1.0,1.0,0.114,0,0.524969
2021-10-11 00:18:33.244449,0.36,1.0,1.0,0.188,0.047,0.5989690000000001
2021-10-11 00:18:33.337857,0.47,1.0,1.0,0.393,0.11,0.8826
2021-10-11 00:18:33.507993,0.541,1.0,1.0,0.636,0.071,1.3269
2021-10-11 00:18:33.644485,0.541,1.0,1.0,0.452,0,1.285681
2021-10-11 00:18:33.697204,0.592,1.0,1.0,0.506,0.051,1.3396810000000001
2021-10-11 00:18:33.797806,0.626,1.0,1.0,0.575,0.034,1.517464
2021-10-11 00:18:33.882286,0.693,1.0,1.0,0.688,0.067,1.705876
2021-10-11 00:18:34.146253,0.693,1.0,1.0,0.615,0,1.7882489999999998
2021-10-11 00:18:34.254057,0.696,1.0,1.0,0.622,0.003,1.7952489999999997
2021-10-11 00:18:34.368622,0.696,1.0,1.0,0.546,0,1.726416
2021-10-11 00:18:34.508736,0.758,1.0,1.0,0.72,0.062,1.9004159999999999
2021-10-11 00:18:34.644634,0.758,1.0,1.0,0.605,0,1.937564
2021-10-11 00:18:34.743788,0.775,1.0,1.0,0.639,0.017,1.971564
2021-10-11 00:18:34.876169,0.783,1.0,1.0,0.66,0.008,2.035625
2021-10-11 00:18:35.009929,0.783,1.0,1.0,0.598,0,1.9940889999999998
2021-10-11 00:18:35.069060,0.85,1.0,1.0,0.677,0.067,2.073089
2021-10-11 00:18:35.102700,0.85,1.0,1.0,0.653,0,2.2255
2021-10-11 00:18:35.282025,0.85,1.0,1.0,0.633,0,2.2055
2021-10-11 00:18:35.472014,0.85,1.0,1.0,0.553,0,2.1254999999999997
2021-10-11 00:18:35.624818,0.879,1.0,1.0,0.642,0.029,2.2144999999999997
2021-10-11 00:18:35.771714,0.879,1.0,1.0,0.635,0,2.2866410000000004
2021-10-11 00:18:35.866211,0.879,1.0,1.0,0.566,0,2.217641
2021-10-11 00:18:36.027434,0.925,1.0,1.0,0.714,0.046,2.365641
